target_amplitude,target_candidate_mean,background_candidate_mean,candidate_mean,scheduled_fraction
0.15,0.9161379933357239,0.018890226259827614,0.01945100538432598,0.019999999552965164
0.25,0.9174620509147644,0.018273472785949707,0.018835466355085373,0.019999999552965164
0.35,0.9186219573020935,0.018159659579396248,0.018722448498010635,0.019999999552965164
0.45,0.9195247888565063,0.017658907920122147,0.01822257600724697,0.019999999552965164
0.55,0.9201963543891907,0.01791541650891304,0.01847934164106846,0.019999999552965164
